			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
RTE-16_Hmel_A	LINE	RTE	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	92	0	57	97	78	254	117	769	1251	192	0	544	735	651	709	972	247	206	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L2-14_Hmel_A3a	LINE	L2	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	80	0	0	0	168	432	48	0	0	0	312	103	103	0	0	202	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-12677	LINE	Penelope	0	118	198	1005	242	2455	2310	5007	10898	18381	17466	22051	13644	5776	1245	843	74	1523	922	2017	3162	4436	6663	4971	6077	5631	4421	2503	2677	1437	1636	334	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3880	DNA	TcMar-Tc1	66	67	193	857	989	2194	2405	6848	7801	13041	16945	27001	32126	32475	36663	39088	35369	32103	30538	25033	21880	15810	12354	9762	5885	1811	1034	383	782	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-480	LINE	CR1	372	1147	6365	35893	68348	56598	35401	38378	31858	21291	19564	13446	20724	29672	35161	19364	6498	2249	1168	466	266	90	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1398_SO2_FAM2359	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	61	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0868_SO2_FAM1848	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	70	156	0	0	103	25	55	131	644	383	840	299	1326	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-9307	Unknown	Unknown	0	0	0	0	63	0	47	0	0	94	142	295	349	1716	779	1251	2118	2832	2848	3372	5804	5751	5661	7357	8977	8536	7720	8694	4312	3417	1790	1016	742	347	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-755	Unknown	Unknown	139	383	804	5074	34260	52675	53661	42021	43691	21128	21197	30995	18137	11741	4882	6399	2911	1181	4439	4469	2683	735	57	460	484	1426	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0207_SO2_FAM1204	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	0	0	0	40	37	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-6208	DNA	TcMar-Mariner	138	0	417	490	1083	5908	9523	23822	36123	29061	29388	17130	17016	19332	7809	7096	2655	2910	1096	597	722	1037	293	482	590	1329	1397	710	1333	2101	654	1657	1445	869	918	332	19	0	212	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7544	DNA	hAT-Blackjack	116	502	1363	8093	11950	17479	15684	6543	3957	824	190	503	37	204	162	264	227	493	53	206	341	268	1576	269	475	370	68	410	355	856	301	622	92	97	155	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5756	Unknown	Unknown	0	0	72	90	0	460	123	0	533	161	0	216	96	108	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-6755	DNA	P	311	2450	23981	94360	68945	53036	38188	35381	28045	14875	7982	5582	1363	934	937	1092	93	420	142	100	0	405	944	423	1100	4843	4467	2290	2315	800	833	699	1023	187	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3260_SO2_FAM454	LINE	RTE-BovB	0	0	47	0	427	112	3009	364	5727	464	4167	1090	3056	2024	2521	2554	2845	2309	2085	1324	1367	1320	974	1295	870	969	1250	603	602	95	1080	763	206	368	269	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1717_SO2_FAM2656	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	59	16	0	56	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0380_SO2_FAM1371	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3295_SO2_FAM620	DNA	P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2793_SO2_FAM0866	Unknown	Unknown	0	0	0	0	0	0	0	53	0	0	0	0	0	36	68	0	0	95	84	156	0	0	59	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-528	DNA	hAT-Blackjack	211	1025	2639	23835	56680	27449	52573	16052	1839	1579	4269	3431	5576	6264	7377	23621	17459	12993	7709	12190	9715	7412	4905	3795	1992	1545	1681	1529	739	1142	736	267	872	690	312	156	0	159	0	0	0	0	0	0	0	0	0	0	0	0
Stalker2_I	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	67	74	0	41	0	0	56	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-798	Unknown	Unknown	379	134	1548	2431	7653	17873	31627	42477	49511	53623	43147	37224	27708	15523	7754	4721	2223	1094	328	47	0	38	0	89	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3710	Unknown	Unknown	155	672	698	1238	1533	767	779	235	325	432	127	126	164	513	54	142	139	279	43	118	109	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R1_DM	LINE	R1	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	52	0	0	62	53	68	75	202	143	0	0	225	390	1100	353	375	894	246	471	659	274	52	132	336	13	0	35	0	0	0	0	0	0
PAMFEO_rnd-5_family-5448	Unknown	Unknown	0	184	1367	3491	4301	8255	6656	5434	2605	1494	1722	1279	1374	1227	610	533	231	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0115_SO2_FAM1113	Unknown	Unknown	0	0	0	0	0	0	30	0	0	0	0	0	0	0	57	0	63	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-3_family-373	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-2804	DNA	P	41125	29722	22173	9150	10496	8132	8474	5362	3742	2512	4520	2999	2781	1789	3039	2142	2424	3669	3276	2110	1955	1437	2024	1729	615	914	994	745	249	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-432	SINE	tRNA	26	0	38	0	44	0	683	454	748	1134	2092	2162	3592	4561	4645	6617	6726	6542	9409	7233	7829	6539	4692	3091	3978	3998	2282	1480	912	726	722	593	162	74	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-1_family-505	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	48	0	0	0	0	0	154	368	178	575	991	4005	4476	4797	7271	9402	13945	15645	17341	7154	4938	2139	853	190	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-680	Unknown	Unknown	75	0	249	0	301	892	1502	3332	6093	14307	20619	24220	20413	20659	13844	7022	5610	5339	2817	2175	551	212	483	184	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Penelope-1_Htel	LINE	Penelope	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	56	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7933	LINE	I-Jockey	0	0	37	0	0	99	33	0	74	64	40	0	6	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-5138	DNA	TcMar-Mariner	71	994	4825	8405	13754	14656	11611	8319	4791	3193	1795	179	267	460	374	2165	771	2395	1310	1998	2631	2305	624	386	459	908	471	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-312	LINE	RTE-BovB	1062	19104	67501	90474	54283	21097	7205	3447	527	1947	1177	1326	863	896	2066	1904	2540	2783	3945	4279	5282	7304	6203	11292	10524	13353	17223	18658	21808	22824	27244	20886	13559	9959	7056	4238	2415	1285	223	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2815	Unknown	Unknown	2027	11286	5087	3217	1483	2711	657	7297	604	1060	0	0	0	0	112	0	119	290	372	249	1806	1431	1715	248	832	162	294	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L2-4_Hmel_D	LINE	L2	0	0	0	0	0	0	66	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	109	0	120	0	120	439	1453	1085	961	680	82	131	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3122	DNA	TcMar-Tc1	27	0	71	0	41	229	97	0	586	383	566	1262	1505	681	4144	3345	5368	5836	5691	4579	6620	3986	2744	2176	1075	193	207	663	568	0	443	278	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1604	Unknown	Unknown	226	349	816	860	2237	3834	1076	3140	3566	1386	1577	1986	1026	369	597	388	49	351	136	0	0	141	70	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-450	DNA	TcMar-Tc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	144	54	0	0	57	299	103	278	235	461	1062	1943	2157	2925	5438	9451	17381	43955	69884	56777	46600	13524	7106	2407	196	0	0	0	0	0	0	0	0	0	0
TE0362_SO2_FAM1355	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	55	0	83	0	0	65	67	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-614	Unknown	Unknown	2342	91221	66290	17185	3903	660	506	230	34	61	213	1122	1874	3428	6741	14147	19242	12022	3871	1964	1590	2199	96	338	94	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1470	DNA	hAT-hAT19	32	0	37	150	321	38	520	129	564	376	875	402	554	1051	353	678	176	639	220	371	45	92	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-245	Unknown	Unknown	134	0	180	94	1570	9573	13829	12161	12371	9991	6145	5948	5137	0	1782	0	565	0	250	0	0	79	0	0	327	582	989	814	1042	100	257	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2261_SO2_FAM0321	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	4950	150	0	105	0	0	460	0	0	327	739	290	642	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2325_SO2_FAM0388	Unknown	Unknown	0	121	73	8	65	0	58	0	143	84	89	129	25	289	259	222	74	65	101	97	78	73	43	46	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helitron14_Hhim	RC	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROTOP	DNA	P	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	67	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1018	LINE	I-Jockey	627	1058	3700	14294	30873	29094	11328	10631	5929	5464	3306	3740	2752	3050	265	915	924	927	1400	1612	2244	2377	3125	3526	3231	4156	5973	6595	13014	7721	6063	4326	3018	1696	563	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1106	DNA	TcMar-Pogo	392	2968	28039	317405	249882	121644	66386	28448	13246	38584	154438	141505	39628	25857	6591	3630	3422	3578	1748	525	1486	714	429	925	449	1285	981	420	1221	280	147	500	290	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE3200_SO2_FAM2537	Unknown	Unknown	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	135	285	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1917_SO2_FAM2841	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	146	160	40	0	0	0	0	11	25	62	14	146	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7319	Unknown	Unknown	0	0	0	241	41	38	75	736	1375	2337	5272	9260	10799	16781	13803	11584	9904	4868	1962	652	1277	607	226	0	0	128	0	0	0	0	26	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-2156	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2769_SO2_FAM0843	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-665	Unknown	Unknown	500	1698	3669	7761	6101	11822	20429	16876	10634	10903	8865	6257	1622	1191	729	2393	1796	2677	2222	2285	5470	4717	3361	3385	2331	1440	0	466	100	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7496	DNA	TcMar-Tigger	312	1682	15690	51196	32332	24624	5422	5622	342	441	0	184	0	0	48	70	0	0	0	81	76	55	0	144	209	113	371	511	921	646	1389	680	767	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1086	DNA	TcMar-Tc1	0	0	0	0	45	148	219	355	929	2008	3362	4539	6220	12459	21718	23027	26592	22984	22954	16786	14168	10331	12973	6625	6892	2741	2284	1685	677	1469	426	113	401	422	230	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nMar-7_Hnum	DNA	TcMar-Mariner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	69	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1114	Unknown	Unknown	0	0	0	0	0	268	0	0	197	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-5824	Unknown	Unknown	77	0	182	134	1380	577	2241	2692	2427	2590	3400	2406	2585	1824	1153	1303	1812	1079	1094	655	785	588	403	505	488	417	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-189	DNA	TcMar-Tigger	363	0	1084	4735	8372	13847	19493	18942	9409	4830	2297	2485	1971	1994	2551	2418	2884	1943	2991	3089	3010	2368	2016	1218	1720	347	70	244	76	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-2678	Unknown	Unknown	46323	46732	17504	2081	1110	1763	1463	948	587	415	186	93	0	229	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1626	DNA	TcMar-Mariner	0	333	424	269	966	2290	5393	10016	15549	12745	13133	13551	7575	4648	1914	1312	1018	824	136	214	217	0	0	142	0	69	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-77	RC	Helitron	1089	1547	6118	11424	20358	35133	59617	96218	130442	177189	196511	201894	196055	167302	136543	117661	108699	98023	100571	99813	106767	102347	95325	79979	66223	54228	33347	16895	11762	9397	5722	2167	1224	501	26	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2284_SO2_FAM0348	LINE	L2	0	0	0	0	0	0	0	0	42	0	150	0	57	38	88	355	149	368	383	681	1239	1405	1671	4375	1605	5425	3772	11586	20841	5175	4449	2633	2633	2935	3352	1570	263	129	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-7073	Unknown	Unknown	51	167	250	820	2828	7153	9759	11846	16764	13719	11954	11726	6513	6700	4475	3191	2795	1087	1149	1560	1160	173	837	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-14322	DNA	hAT-Blackjack	42	0	0	30	0	365	669	915	3217	5902	8338	7647	4833	5575	3467	5718	5535	6670	2302	1749	2571	660	1612	623	0	95	393	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-4076	DNA	hAT-Charlie	0	0	0	89	125	388	555	81	1391	1351	5746	14242	18143	28786	31236	32570	14259	11917	5862	6515	6817	6933	2562	1346	1842	1335	1992	2056	828	1195	340	223	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-3510	DNA	MULE-MuDR	179	979	2525	12282	25719	57518	76851	50801	34157	14680	5245	4291	2740	1470	2002	1635	806	1071	1151	1454	1963	2946	1874	2571	3514	4132	3149	2034	5268	7117	14204	15054	22013	11730	9624	5777	1253	981	669	438	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-6468	Unknown	Unknown	0	0	200	223	182	596	1009	660	1273	929	1814	2422	680	1814	446	1157	856	114	528	418	209	56	57	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-304	DNA	PIF-ISL2EU	1090	3637	3958	41678	197223	497985	602729	417582	233791	91556	49570	22895	9160	6562	1534	6902	928	1525	284	290	619	403	469	674	914	1979	406	476	433	44	164	0	98	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1474_SO2_FAM2432	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-6663	DNA	TcMar-Tc1	86	0	226	230	1798	2742	6267	11289	11979	10893	12215	6677	6213	4374	1927	2661	2849	3106	3500	4769	4792	3090	3049	1260	535	445	405	317	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-3292	DNA	hAT-Charlie	0	58	495	368	2419	3109	5414	6489	19236	15323	19253	19213	8685	3735	2967	274	351	432	211	0	0	0	0	0	232	467	237	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I-1_Hmel_L	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	517	1224	796	280	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1962	Unknown	Unknown	570	780	2337	21777	72856	122599	128322	68043	38386	21967	14086	2905	3403	891	940	181	301	170	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-1297	Unknown	Unknown	1391	11854	83311	102074	66285	63809	52263	35478	19519	10312	3909	895	453	0	128	0	71	0	0	0	0	0	454	0	284	67	191	71	228	278	0	506	454	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0817_SO2_FAM1797	Unknown	Unknown	0	0	0	33	0	0	0	42	49	0	0	0	0	0	42	38	0	0	0	0	185	85	72	212	0	484	560	1329	1064	66	29	135	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4731	DNA	PIF-Harbinger	0	0	0	0	0	89	519	408	1594	2861	3722	6865	7007	10502	8814	4756	4579	1608	1507	683	371	242	409	139	0	71	0	0	66	233	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-21751	DNA	MULE-MuDR	74	660	4930	10425	24211	20361	18919	14694	9707	4772	3760	2570	1724	1064	1474	2745	2062	2064	1036	928	700	65	63	537	178	2	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0040_SO2_FAM0104	LTR	Pao	0	0	0	0	0	0	0	0	0	0	0	0	54	38	0	0	59	0	0	0	54	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2761_SO2_FAM0835	Unknown	Unknown	0	0	0	0	0	0	0	0	0	61	0	0	41	80	75	0	0	355	281	664	505	2655	4014	4567	2213	2201	2047	544	358	150	79	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-1628	Unknown	Unknown	224	204	945	2866	5088	12048	13514	13874	15469	13389	12209	7819	4924	4811	4449	3674	2206	1190	1342	490	377	312	677	322	93	131	153	220	347	141	149	69	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1035	LINE	I-Jockey	31	0	0	0	122	681	612	824	2187	4162	5048	6291	10315	12397	12362	13062	12793	10439	12728	11209	8425	8152	6559	6130	3930	5651	3589	1711	1805	1635	764	657	487	237	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-2526	LINE	CR1	3233	41217	73373	46040	21430	16905	11613	4698	888	534	875	116	132	0	0	79	0	0	0	0	0	0	53	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halyomorpha_halys-5_family-1670	LINE	RTE-BovB	0	0	0	27	0	0	44	0	0	0	0	34	0	0	0	0	111	163	49	244	1442	8781	2063	3837	1282	985	928	331	715	388	0	0	535	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1021	DNA	hAT-hATm	130	1782	23433	63837	93099	65102	48784	24640	11248	8333	5037	5089	5084	2135	686	1093	874	44	0	494	0	0	167	107	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE2992_SO2_FAM1214	DNA	Academ-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1101_SO2_FAM2072	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	72	0	0	122	132	0	59	178	131	128	74	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SfSE1	SINE	tRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	64	140	589	503	896	389	572	171	343	469	646	335	309	137	109	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-4085	LINE	RTE-BovB	0	51	45	26	204	1293	1789	4007	2675	6399	9023	5945	4501	2905	1599	920	380	385	157	600	450	663	1206	800	643	1645	1162	738	310	378	155	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-818	Unknown	Unknown	443	0	706	969	1165	2050	2982	2821	5322	5283	5885	7567	4472	3853	3376	1304	2487	954	457	238	528	173	90	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-5_family-10797	LINE	R2	3562	6545	26794	13878	18380	5112	5878	2954	2360	1708	1219	522	981	848	553	366	505	966	512	536	670	288	293	446	138	342	66	96	91	106	0	0	316	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE1067_SO2_FAM2040	LINE	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-339	Unknown	Unknown	227	221	1179	2874	8154	14749	32289	43215	46054	51488	49866	35461	38641	25155	18611	15045	13118	10701	10999	5596	5568	1492	2231	1177	582	102	318	152	99	264	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-1_family-1142	LINE	I-Jockey	193	0	49	446	2304	3383	11127	18725	15896	6753	3325	1954	656	623	1300	1418	1804	7989	14859	22561	18676	17407	16383	14346	14926	13139	17072	29987	30453	7723	3174	1006	0	210	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAMFEO_rnd-4_family-561	DNA	TcMar-Tc1	135	112	390	393	964	4004	14605	34602	40458	33793	25574	18633	8850	8534	7034	5859	7015	5341	5784	6528	5208	4094	3394	1871	1442	483	329	548	0	85	0	86	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE0612_SO2_FAM1596	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
